FAMI_TIENECOMPUTADOR,ESTU_GENERO,FAMI_TIENESERVICIOTV,FAMI_TIENEINTERNET,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENELAVADORA,FAMI_TIENEAUTOMOVIL,COLE_NATURALEZA,COLE_GENERO,COLE_CALENDARIO,FAMI_ESTRATOVIVIENDA,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_PERSONASHOGAR,EDAD,LAT_COLE,LON_COLE,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_SOCIALES_CIUDADANAS,PUNT_C_NATURALES,PUNT_INGLES
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.62666573,-77.08385502,55.0,69.0,60.0,68.0,49.0
SI,F,SI,SI,SI,SI,SI,NO OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.223084135,-77.28266784,74.0,76.0,66.0,69.0,58.0
NO,F,NO,NO,SI,NO,NO,NO OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,16.0,1.223084135,-77.28266784,67.0,68.0,71.0,75.0,51.0
SI,F,SI,SI,NO,NO,NO,NO OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,15.0,1.223084135,-77.28266784,66.0,57.0,62.0,58.0,51.0
NO,F,NO,NO,SI,NO,SI,NO OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,15.0,1.223084135,-77.28266784,71.0,69.0,75.0,63.0,68.0
SI,F,NO,NO,SI,SI,NO,NO OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,15.0,1.223084135,-77.28266784,69.0,65.0,69.0,73.0,65.0
SI,F,SI,SI,SI,SI,NO,NO OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,15.0,1.223084135,-77.28266784,71.0,63.0,82.0,65.0,61.0
SI,F,NO,NO,NO,NO,NO,NO OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.223084135,-77.28266784,72.0,66.0,76.0,70.0,60.0
NO,F,NO,NO,NO,SI,SI,NO OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,15.0,1.223084135,-77.28266784,52.0,56.0,61.0,60.0,60.0
NO,F,NO,NO,SI,SI,NO,NO OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,15.0,1.223084135,-77.28266784,69.0,65.0,76.0,69.0,58.0
SI,F,SI,NO,SI,SI,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,16.0,1.805486935,-78.76839533,49.0,57.0,43.0,54.0,54.0
NO,F,SI,NO,NO,NO,SI,OFICIAL,FEMENINO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,18.0,1.805486935,-78.76839533,57.0,62.0,59.0,57.0,50.0
SI,F,SI,SI,SI,SI,NO,OFICIAL,FEMENINO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.805486935,-78.76839533,57.0,54.0,59.0,60.0,49.0
SI,F,SI,NO,NO,SI,NO,OFICIAL,FEMENINO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.805486935,-78.76839533,59.0,58.0,55.0,57.0,48.0
NO,F,SI,NO,NO,SI,NO,OFICIAL,FEMENINO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,18.0,1.805486935,-78.76839533,64.0,42.0,57.0,57.0,42.0
SI,M,SI,NO,SI,SI,SI,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,18.0,4.344084,-74.363086,44.0,50.0,39.0,47.0,40.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.203565654,-77.65837369,61.0,68.0,61.0,66.0,49.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.1995748,-77.25528317,63.0,64.0,68.0,66.0,51.0
SI,M,NO,NO,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.1995748,-77.25528317,73.0,75.0,69.0,75.0,58.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.1995748,-77.25528317,49.0,51.0,43.0,53.0,52.0
SI,M,NO,NO,NO,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.1995748,-77.25528317,47.0,49.0,52.0,49.0,48.0
SI,F,SI,SI,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.1995748,-77.25528317,72.0,66.0,67.0,69.0,53.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.1995748,-77.25528317,65.0,51.0,71.0,57.0,49.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.1995748,-77.25528317,61.0,79.0,57.0,61.0,65.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,15.0,1.1995748,-77.25528317,55.0,66.0,63.0,71.0,49.0
SI,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.1995748,-77.25528317,81.0,70.0,75.0,80.0,59.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,15.0,1.1995748,-77.25528317,66.0,66.0,62.0,69.0,55.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.1995748,-77.25528317,63.0,65.0,71.0,63.0,54.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.1995748,-77.25528317,58.0,62.0,58.0,62.0,57.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.1995748,-77.25528317,65.0,59.0,58.0,67.0,52.0
NO,M,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.1995748,-77.25528317,65.0,55.0,67.0,63.0,61.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.1995748,-77.25528317,58.0,72.0,67.0,77.0,73.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,15.0,1.1995748,-77.25528317,42.0,52.0,50.0,54.0,48.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.1995748,-77.25528317,42.0,47.0,38.0,43.0,41.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.1995748,-77.25528317,63.0,53.0,58.0,65.0,49.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.1995748,-77.25528317,74.0,63.0,70.0,74.0,51.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,16.0,1.1995748,-77.25528317,57.0,53.0,52.0,56.0,55.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.1995748,-77.25528317,74.0,59.0,71.0,65.0,49.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.1995748,-77.25528317,64.0,56.0,57.0,60.0,55.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,17.0,1.1995748,-77.25528317,66.0,64.0,61.0,59.0,49.0
SI,M,SI,SI,NO,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.1995748,-77.25528317,57.0,56.0,66.0,63.0,58.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.1995748,-77.25528317,70.0,90.0,74.0,86.0,65.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,16.0,1.1995748,-77.25528317,71.0,63.0,64.0,72.0,55.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.1995748,-77.25528317,72.0,69.0,67.0,68.0,58.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,15.0,1.1995748,-77.25528317,66.0,59.0,61.0,60.0,51.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.1995748,-77.25528317,76.0,66.0,73.0,75.0,61.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.1995748,-77.25528317,66.0,58.0,52.0,61.0,52.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.1995748,-77.25528317,58.0,70.0,59.0,64.0,57.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.1995748,-77.25528317,63.0,61.0,69.0,66.0,63.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.58277777778,-76.9677777778,57.0,54.0,56.0,50.0,47.0
NO,M,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,16.0,1.58277777778,-76.9677777778,48.0,55.0,43.0,52.0,44.0
NO,F,SI,NO,NO,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.473111039,-77.58230214,64.0,54.0,60.0,56.0,52.0
SI,F,SI,NO,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.473111039,-77.58230214,74.0,65.0,67.0,66.0,55.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.49638888889,-77.1352777778,66.0,60.0,65.0,67.0,42.0
SI,M,NO,SI,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,16.0,1.49638888889,-77.1352777778,67.0,64.0,68.0,64.0,53.0
NO,M,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.49638888889,-77.1352777778,70.0,61.0,65.0,58.0,51.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,18.0,0.996356,-77.54621,71.0,63.0,75.0,71.0,53.0
NO,M,NO,NO,NO,NO,NO,NO OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.215520131,-77.27875014,78.0,73.0,82.0,76.0,47.0
SI,M,NO,SI,SI,NO,SI,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.215520131,-77.27875014,62.0,60.0,65.0,53.0,45.0
NO,M,NO,NO,NO,NO,NO,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,18.0,1.215520131,-77.27875014,65.0,72.0,53.0,73.0,57.0
NO,M,NO,NO,NO,NO,NO,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,18.0,1.215520131,-77.27875014,65.0,72.0,53.0,73.0,57.0
SI,M,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,16.0,1.503020676,-77.21423073,50.0,44.0,52.0,49.0,48.0
NO,M,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.503020676,-77.21423073,67.0,65.0,65.0,56.0,47.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.52861111111,-76.985,66.0,57.0,63.0,55.0,54.0
NO,M,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.52861111111,-76.985,70.0,59.0,60.0,61.0,55.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.52861111111,-76.985,52.0,51.0,48.0,52.0,46.0
SI,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.503859,-77.217766,56.0,49.0,50.0,59.0,45.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.193877248,-77.26954414,65.0,56.0,61.0,65.0,49.0
SI,M,SI,SI,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.193877248,-77.26954414,65.0,61.0,61.0,76.0,55.0
SI,M,NO,SI,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.193877248,-77.26954414,71.0,66.0,72.0,65.0,53.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,15.0,1.193877248,-77.26954414,63.0,55.0,51.0,57.0,48.0
SI,F,SI,SI,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.193877248,-77.26954414,60.0,50.0,50.0,50.0,47.0
SI,M,SI,NO,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.193877248,-77.26954414,59.0,66.0,59.0,67.0,49.0
SI,M,SI,SI,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.193877248,-77.26954414,74.0,62.0,65.0,59.0,49.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.193877248,-77.26954414,64.0,70.0,66.0,75.0,55.0
SI,M,SI,NO,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.193877248,-77.26954414,56.0,63.0,59.0,56.0,48.0
NO,M,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.193877248,-77.26954414,75.0,61.0,67.0,71.0,51.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,19.0,1.193877248,-77.26954414,59.0,62.0,56.0,64.0,65.0
SI,M,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.193877248,-77.26954414,71.0,60.0,66.0,63.0,49.0
