FAMI_TIENECOMPUTADOR,ESTU_GENERO,FAMI_TIENESERVICIOTV,FAMI_TIENEINTERNET,FAMI_TIENEHORNOMICROOGAS,FAMI_TIENELAVADORA,FAMI_TIENEAUTOMOVIL,COLE_NATURALEZA,COLE_GENERO,COLE_CALENDARIO,FAMI_ESTRATOVIVIENDA,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_PERSONASHOGAR,EDAD,LAT_COLE,LON_COLE,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_SOCIALES_CIUDADANAS,PUNT_C_NATURALES,PUNT_INGLES
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.38305555556,-77.1566666667,67.0,60.0,64.0,66.0,52.0
NO,M,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.38305555556,-77.1566666667,63.0,63.0,69.0,59.0,58.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,18.0,1.38305555556,-77.1566666667,54.0,55.0,54.0,53.0,48.0
NO,F,SI,NO,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,19.0,1.38305555556,-77.1566666667,58.0,56.0,51.0,52.0,52.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,18.0,1.38305555556,-77.1566666667,61.0,67.0,59.0,69.0,52.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,0.684346879686,-76.6056414581,65.0,65.0,48.0,59.0,49.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,16.0,1.48277777778,-77.1,66.0,51.0,60.0,52.0,47.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.230569399,-77.25068674,65.0,59.0,57.0,60.0,63.0
SI,M,NO,SI,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.20434137659,-77.2612195555,64.0,73.0,64.0,80.0,56.0
NO,F,SI,NO,SI,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.20434137659,-77.2612195555,64.0,58.0,61.0,64.0,54.0
NO,F,NO,NO,NO,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.20434137659,-77.2612195555,52.0,53.0,58.0,49.0,42.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.20434137659,-77.2612195555,71.0,65.0,74.0,62.0,53.0
SI,M,SI,NO,NO,SI,SI,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,17.0,1.20434137659,-77.2612195555,70.0,63.0,66.0,55.0,49.0
NO,F,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.28263812079,-77.4728645248,58.0,68.0,58.0,68.0,49.0
SI,F,SI,NO,SI,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.28263812079,-77.4728645248,58.0,55.0,60.0,53.0,47.0
NO,M,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.28263812079,-77.4728645248,62.0,63.0,62.0,60.0,54.0
NO,F,SI,NO,NO,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.28263812079,-77.4728645248,67.0,73.0,72.0,69.0,57.0
NO,F,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.28263812079,-77.4728645248,62.0,61.0,57.0,49.0,57.0
NO,F,SI,NO,NO,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.28263812079,-77.4728645248,67.0,68.0,59.0,62.0,61.0
NO,M,NO,NO,NO,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,18.0,1.28263812079,-77.4728645248,67.0,60.0,64.0,62.0,54.0
NO,M,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.28263812079,-77.4728645248,52.0,62.0,53.0,54.0,48.0
NO,M,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,16.0,1.28263812079,-77.4728645248,67.0,59.0,71.0,71.0,57.0
NO,F,SI,NO,NO,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.28263812079,-77.4728645248,66.0,70.0,73.0,66.0,53.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.14666666667,-77.0025,63.0,56.0,66.0,58.0,52.0
SI,F,NO,SI,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.14666666667,-77.0025,73.0,60.0,73.0,63.0,53.0
SI,M,NO,SI,NO,NO,NO,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,18.0,2.493156794,-76.56507522,80.0,66.0,80.0,74.0,61.0
SI,F,NO,SI,SI,NO,SI,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.649000294,-77.10452805,66.0,76.0,74.0,73.0,55.0
NO,F,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.247222,-77.880833,69.0,64.0,65.0,66.0,55.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,15.0,1.392735397,-77.54627174,69.0,59.0,66.0,66.0,53.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.392735397,-77.54627174,67.0,66.0,77.0,69.0,53.0
SI,F,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.200477244,-77.26555104,66.0,63.0,58.0,57.0,63.0
SI,M,SI,SI,NO,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,16.0,1.200477244,-77.26555104,64.0,58.0,67.0,60.0,55.0
SI,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.200477244,-77.26555104,58.0,64.0,58.0,72.0,51.0
SI,F,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,15.0,1.200477244,-77.26555104,59.0,63.0,55.0,63.0,50.0
NO,F,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,18.0,1.200477244,-77.26555104,64.0,66.0,60.0,65.0,30.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.428692532,-77.09668318,60.0,58.0,48.0,54.0,52.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.110413,-77.384432,58.0,65.0,53.0,62.0,58.0
SI,M,NO,SI,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,17.0,1.110413,-77.384432,57.0,65.0,56.0,61.0,49.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,20.0,1.804835849,-78.77926684,45.0,47.0,46.0,46.0,44.0
SI,F,SI,SI,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.193682517,-77.27290399,74.0,78.0,68.0,75.0,60.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.1657,-77.298847,63.0,64.0,55.0,63.0,47.0
SI,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,19.0,1.1657,-77.298847,61.0,47.0,60.0,53.0,48.0
NO,M,NO,NO,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.1657,-77.298847,63.0,50.0,63.0,55.0,42.0
NO,M,NO,NO,NO,NO,SI,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,15.0,1.1657,-77.298847,68.0,55.0,64.0,59.0,49.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.1657,-77.298847,63.0,65.0,67.0,55.0,50.0
SI,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.1657,-77.298847,62.0,69.0,61.0,61.0,52.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.1657,-77.298847,57.0,54.0,60.0,56.0,49.0
NO,F,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,19.0,1.1657,-77.298847,61.0,63.0,59.0,69.0,53.0
NO,M,NO,NO,NO,NO,SI,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.1657,-77.298847,52.0,62.0,47.0,51.0,46.0
SI,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,17.0,1.1657,-77.298847,65.0,66.0,61.0,67.0,58.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.1657,-77.298847,63.0,54.0,60.0,56.0,57.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,17.0,1.067644456,-77.6549526,64.0,56.0,55.0,57.0,40.0
NO,F,NO,NO,NO,NO,SI,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,0.808026286579,-77.5722537347,67.0,67.0,55.0,71.0,54.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,17.0,1.23491370137,-77.2666196822,59.0,52.0,57.0,54.0,50.0
NO,F,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,18.0,1.786787658,-78.78383381,53.0,49.0,45.0,56.0,45.0
NO,M,SI,NO,SI,SI,SI,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,18.0,1.786787658,-78.78383381,71.0,63.0,68.0,60.0,54.0
NO,M,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.56194444444,-77.1313888889,53.0,52.0,59.0,51.0,48.0
SI,F,SI,SI,SI,SI,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,1.052126498,-77.45376003,65.0,61.0,64.0,65.0,57.0
SI,F,SI,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.052126498,-77.45376003,74.0,64.0,75.0,66.0,55.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,0.553390126,-76.839908949,53.0,56.0,52.0,54.0,50.0
SI,M,SI,SI,SI,SI,SI,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,5.0675,-75.508056,75.0,66.0,77.0,78.0,60.0
NO,F,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA","NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,0.84226273,-77.82424037,48.0,47.0,48.0,46.0,44.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,1 A 4,16.0,0.84226273,-77.82424037,54.0,64.0,57.0,68.0,51.0
NO,M,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,0.84226273,-77.82424037,58.0,58.0,55.0,56.0,47.0
SI,F,SI,SI,SI,SI,SI,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,15.0,1.20663863859,-77.2937656381,63.0,66.0,66.0,61.0,51.0
SI,F,SI,SI,SI,SI,SI,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,15.0,1.20663863859,-77.2937656381,67.0,63.0,69.0,54.0,54.0
SI,F,SI,SI,SI,SI,SI,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,14.0,1.20663863859,-77.2937656381,64.0,68.0,58.0,67.0,55.0
SI,F,NO,NO,SI,NO,NO,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,15.0,1.20663863859,-77.2937656381,74.0,73.0,73.0,75.0,56.0
SI,F,SI,SI,SI,NO,NO,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.20663863859,-77.2937656381,60.0,57.0,58.0,58.0,52.0
SI,F,SI,NO,SI,NO,SI,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.20663863859,-77.2937656381,79.0,75.0,76.0,73.0,61.0
NO,F,NO,NO,NO,NO,NO,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,16.0,1.20663863859,-77.2937656381,77.0,65.0,81.0,68.0,76.0
SI,F,NO,SI,SI,SI,SI,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,16.0,1.20663863859,-77.2937656381,71.0,62.0,66.0,55.0,65.0
SI,F,SI,SI,SI,SI,SI,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,15.0,1.20663863859,-77.2937656381,67.0,66.0,61.0,64.0,60.0
SI,F,SI,SI,SI,SI,SI,NO OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,1 A 4,15.0,1.20663863859,-77.2937656381,64.0,66.0,57.0,63.0,61.0
SI,M,SI,SI,SI,SI,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,TÉCNICA O TECNOLÓGICA INCOMPLETA O HASTA POSTGRADO,5 O MÁS,18.0,5.02601933094,-73.9981356499,58.0,73.0,61.0,69.0,72.0
SI,M,NO,NO,SI,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,5 O MÁS,16.0,1.205936423,-77.27559947,53.0,56.0,55.0,58.0,48.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,ESTRATO 2 O SUPERIOR,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",5 O MÁS,16.0,1.205936423,-77.27559947,62.0,71.0,60.0,73.0,49.0
NO,M,NO,NO,NO,NO,NO,OFICIAL,MIXTO,A,SIN ESTRATO O ESTRATO 1,SECUNDARIA (BACHILLERATO) INCOMPLETA O COMPLETA,"NO SABE, NINGUNA O HASTA PRIMARIA INCOMPLETA O COMPLETA",1 A 4,17.0,1.205936423,-77.27559947,66.0,72.0,65.0,61.0,55.0
